rxn,dE0
[O:1]=[C:2]([C:3]([N:4]([C:5](=[O:6])[H:11])[H:10])([H:8])[H:9])[H:7]>>[O:1](/[C:2](=[C:3](\[N:4]=[C:5](/[O:6][H:9])[H:11])[H:8])[H:7])[H:10],42.44991
[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[O:4][C:5]1=[O:6])[H:7]>>[O:1]([C:2]([C:5]([O+:4]=[C-:3][H:10])=[O:6])([H:8])[H:9])[H:7],67.06912
[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[O:4][C:5]1=[O:6])[H:7]>>[O:1]1[C@@:2]2([H:8])[C:3]([H:9])([H:10])[O:4][C@@:5]12[O:6][H:7],50.96015
[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[O:4][C:5]1=[O:6])[H:7]>>[O:1]([C:2]([C:3]([O:4][H:8])([H:9])[H:10])=[C:5]=[O:6])[H:7],69.66141
[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[O:4][C:5]1=[O:6])[H:7]>>[O:1]([C+:2]=[C:5]([O:4][C:3]([H:8])([H:9])[H:10])[O-:6])[H:7],56.43339
[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[O:4][C:5]1=[O:6])[H:7]>>[C:3](=[O:4])([H:9])[H:10].[O:1]([C:2](=[C:5]=[O:6])[H:8])[H:7],42.77695
[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[O:4][C:5]1=[O:6])[H:7]>>[O-:1][C@@:2]1([H:8])[C:3]([H:9])([H:10])[O+:4]=[C:5]1[O:6][H:7],50.96222
[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[O:4][C:5]1=[O:6])[H:7]>>[O:1]([C:2]1=[C:5]([O:6][H:8])[O:4][C:3]1([H:9])[H:10])[H:7],88.93016
[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[O:4][C:5]1=[O:6])[H:7]>>[C-:5]#[O+:6].[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[O:4]1)[H:7],60.09474
[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[O:4][C:5]1=[O:6])[H:7]>>[O:1]([C:5]([O:4][C:3]([C:2][H:8])([H:9])[H:10])=[O:6])[H:7],67.55538
[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[O:4][C:5]1=[O:6])[H:7]>>[O:1]([C:2][C:3]([O:4][C:5](=[O:6])[H:8])([H:9])[H:10])[H:7],65.07786
[C:1]1([H:6])([H:7])[C@:2]2([H:8])[C:3]([H:9])([H:10])[C:4]([H:11])([H:12])[C@:5]12[H:13]>>[C:1]1([H:6])([H:7])[C:2]([H:8])([H:13])[C:3]([H:9])([H:10])[C:4]([H:11])([H:12])[C:5]1,59.77795
[C:1]1([H:6])([H:7])[C@:2]2([H:8])[C:3]([H:9])([H:10])[C:4]([H:11])([H:12])[C@:5]12[H:13]>>[C:1]1([H:6])([H:7])[C@:2]([C:3]([C:4]([H:11])([H:12])[H:13])([H:9])[H:10])([H:8])[C:5]1,70.57256
[C:1]1([H:6])([H:7])[C@:2]2([H:8])[C:3]([H:9])([H:10])[C:4]([H:11])([H:12])[C@:5]12[H:13]>>[C:1]([C@@:5]1([H:13])[C:2][C:3]([H:9])([H:10])[C:4]1([H:11])[H:12])([H:6])([H:7])[H:8],64.69838
[C:1]1([H:6])([H:7])[C@:2]2([H:8])[C:3]([H:9])([H:10])[C:4]([H:11])([H:12])[C@:5]12[H:13]>>[C:1]([C:2][H:8])([C:5]1([H:13])[C:3]([H:9])([H:10])[C:4]1([H:11])[H:12])([H:6])[H:7],71.38817
[C:1]1([H:6])([H:7])[C@:2]2([H:8])[C:3]([H:9])([H:10])[C:4]([H:11])([H:12])[C@:5]12[H:13]>>[C:1]1([H:6])([H:7])[C@:2]([C:3][H:9])([H:8])[C@:5]1([C:4]([H:10])([H:11])[H:12])[H:13],75.75165
[C:1]([O:2][C:3]([C@@:4]1([H:12])[C:5]([H:13])([H:14])[O:6]1)([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([O:2][C:3]([C@@:4]([C:5][H:14])([O:6][H:13])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],69.12535
[C:1]([O:2][C:3]([C@@:4]1([H:12])[C:5]([H:13])([H:14])[O:6]1)([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([O:2][C:3]([C-:4]=[O+:6][C:5]([H:12])([H:13])[H:14])([H:10])[H:11])([H:7])([H:8])[H:9],72.92373
[C:1]([O:2][C:3]([C@@:4]1([H:12])[C:5]([H:13])([H:14])[O:6]1)([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([O:2][C:3]([C:4]([O+:6]=[C-:5][H:14])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],74.76411999999999
[C:1]([O:2][C:3]([C@@:4]1([H:12])[C:5]([H:13])([H:14])[O:6]1)([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([O:2]/[C:3](=[C:4](\[C:5]([O:6][H:11])([H:13])[H:14])[H:12])[H:10])([H:7])([H:8])[H:9],55.1195
[C:1]([O:2][C:3]([C@@:4]1([H:12])[C:5]([H:13])([H:14])[O:6]1)([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([O:2][C:3]([H:10])([H:11])[H:13])([H:7])([H:8])[H:9].[C:4](=[C+:5][H:14])([O-:6])[H:12],114.20547
[C:1]([C:2]([O:3][C:4]([C:5]#[C:6][H:14])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2]([O:3]/[C:4](=[C:5](\[C:6][H:14])[H:13])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],56.28944
[C:1]([C:2]([O:3][C:4]([C:5]#[C:6][H:14])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2]([O:3][C:6](=[C:5]=[C:4]([H:12])[H:13])[H:14])([H:10])[H:11])([H:7])([H:8])[H:9],56.91731
[C:1]([C:2]([O:3][C:4]([C:5]#[C:6][H:14])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C@@:2]1([H:10])[O:3][C:4]([H:12])([H:13])[C:5]1=[C:6]([H:11])[H:14])([H:7])([H:8])[H:9],69.20053
[C:1]([C:2]([O:3][C:4]([C:5]#[C:6][H:14])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2]([O:3][C:4]([C:6](=[C:5])[H:14])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9],56.77354
[C:1]([C:2]([O:3][C:4]([C:5]#[C:6][H:14])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2](=[O:3])[H:10])([H:7])([H:8])[H:9].[C:4](=[C:5]=[C:6]([H:11])[H:14])([H:12])[H:13],28.04022
[N:1]([c:2]1[n:3][n:4]([H:9])[n:5][c:6]1[H:10])([H:7])[H:8]>>[N:1]([c:2]1[n:3][n:4][n:5]([H:9])[c:6]1[H:10])([H:7])[H:8],44.36039
[N:1]([c:2]1[n:3][n:4]([H:9])[n:5][c:6]1[H:10])([H:7])[H:8]>>[N:1](=[c:2]1/[n:3]([H:7])[n:4]([H:9])[n:5][c:6]1[H:10])\[H:8],61.98081
[N:1]([c:2]1[n:3][n:4]([H:9])[n:5][c:6]1[H:10])([H:7])[H:8]>>[N:1]([C:2]([N:3]=[N:4][H:9])=[C:6]=[N:5][H:10])([H:7])[H:8],77.81345
[N:1]([c:2]1[n:3][n:4]([H:9])[n:5][c:6]1[H:10])([H:7])[H:8]>>[N-:4]([N+:5]#[C:6][H:10])[H:9].[N:1]([C:2]#[N:3])([H:7])[H:8],65.00116
[N:1]([c:2]1[n:3][n:4]([H:9])[n:5][c:6]1[H:10])([H:7])[H:8]>>[N:1]([c:2]1[n:3]([H:9])[n:4][n:5][c:6]1[H:10])([H:7])[H:8],44.995
[N:1]([c:2]1[n:3][n:4]([H:9])[n:5][c:6]1[H:10])([H:7])[H:8]>>[N:1]([C@:2]1(/[N:3]=[N:4]/[H:9])[N:5]=[C:6]1[H:10])([H:7])[H:8],62.83166
[N:1]([c:2]1[n:3][n:4]([H:9])[n:5][c:6]1[H:10])([H:7])[H:8]>>[N:1]([C:2]1=[N:3][C@@:6]1(/[N:5]=[N:4]/[H:9])[H:10])([H:7])[H:8],64.28563
[N:1]([c:2]1[n:3][n:4]([H:9])[n:5][c:6]1[H:10])([H:7])[H:8]>>[N:1]([C:2]#[N+:3][N-:4][H:9])([H:7])[H:8].[N:5]#[C:6][H:10],60.378440000000005
[N:1]([c:2]1[n:3][n:4]([H:9])[n:5][c:6]1[H:10])([H:7])[H:8]>>[N+:1]([C:2]1=[C:6]=[N:5][N:4]([H:9])[N-:3]1)([H:7])([H:8])[H:10],82.11766999999999
[C:1](/[N:2]=[C:3](\[O:4][C:5](=[O:6])[H:11])[H:10])([H:7])([H:8])[H:9]>>[C:1]([O:4][C:5](=[O:6])[H:11])([H:7])([H:8])[H:9].[N:2]#[C:3][H:10],79.19984000000001
[C:1](/[N:2]=[C:3](\[O:4][C:5](=[O:6])[H:11])[H:10])([H:7])([H:8])[H:9]>>[C:1](=[N:2][C:3](=[O:4])[H:10])([H:7])[H:9].[C:5](=[O:6])([H:8])[H:11],39.87855
[C:1](/[N:2]=[C:3](\[O:4][C:5](=[O:6])[H:11])[H:10])([H:7])([H:8])[H:9]>>[C:1]([N:2]([C-:3]=[O+:4][C:5](=[O:6])[H:11])[H:10])([H:7])([H:8])[H:9],72.00779
[C:1](/[N:2]=[C:3](\[O:4][C:5](=[O:6])[H:11])[H:10])([H:7])([H:8])[H:9]>>[C:1]([N:2]([C:3](=[O:4])[H:10])[C:5](=[O:6])[H:11])([H:7])([H:8])[H:9],19.57757
[C:1](/[N:2]=[C:3](\[O:4][C:5](=[O:6])[H:11])[H:10])([H:7])([H:8])[H:9]>>[C:1](/[N:2]=[C:3](\[O+:4]=[C-:5][O:6][H:11])[H:10])([H:7])([H:8])[H:9],77.39733000000001
[C:1](/[N:2]=[C:3](\[O:4][C:5](=[O:6])[H:11])[H:10])([H:7])([H:8])[H:9]>>[C-:1]([N:2]([C:3](=[O+:4][C:5](=[O:6])[H:11])[H:10])[H:8])([H:7])[H:9],68.14979
[C:1](/[N:2]=[C:3](\[O:4][C:5](=[O:6])[H:11])[H:10])([H:7])([H:8])[H:9]>>[C:1]([N+:2]#[C-:3])([H:7])([H:8])[H:9].[O:4]=[C:5]([O:6][H:10])[H:11],27.084940000000003
[C:1](/[N:2]=[C:3](\[O:4][C:5](=[O:6])[H:11])[H:10])([H:7])([H:8])[H:9]>>[C:1](=[N:2][C:3]([O:4][C:5](=[O:6])[H:11])([H:8])[H:10])([H:7])[H:9],77.60445
[C:1](/[N:2]=[C:3](\[O:4][C:5](=[O:6])[H:11])[H:10])([H:7])([H:8])[H:9]>>[C:1]([N:2]=[C:3]([H:10])[H:11])([H:7])([H:8])[H:9].[O:4]=[C:5]=[O:6],43.57245
[C:1]1([H:6])([H:7])[C@@:2]2([H:8])[C:3]([H:9])([H:10])[O:4][C@@:5]12[H:11]>>[C:1]1([H:6])([H:7])[C:2]([H:8])([H:9])[C:5]1([O+:4]=[C-:3][H:10])[H:11],77.26073000000001
[C:1]1([H:6])([H:7])[C@@:2]2([H:8])[C:3]([H:9])([H:10])[O:4][C@@:5]12[H:11]>>[C:1]1([H:6])([H:7])[C:2]([H:8])([H:11])[C:3]([H:9])([H:10])[O+:4]=[C-:5]1,53.14114
[C:1]1([H:6])([H:7])[C@@:2]2([H:8])[C:3]([H:9])([H:10])[O:4][C@@:5]12[H:11]>>[C:1]1([H:6])([H:7])[C@@:2]2([H:8])[C-:3]=[O+:4][C@@:5]12[H:11].[H:9][H:10],77.59482
[C:1]1([H:6])([H:7])[C@@:2]2([H:8])[C:3]([H:9])([H:10])[O:4][C@@:5]12[H:11]>>[C:1]([C:2]1=[C:5]([H:11])[O:4][C:3]1([H:9])[H:10])([H:6])([H:7])[H:8],59.95184
[C:1]1([H:6])([H:7])[C@@:2]2([H:8])[C:3]([H:9])([H:10])[O:4][C@@:5]12[H:11]>>[C:1]1([H:6])=[C:5]([H:11])[O:4][C:3]([H:9])([H:10])[C:2]1([H:7])[H:8],61.26851
[C:1]1([H:6])([H:7])[C@@:2]2([H:8])[C:3]([H:9])([H:10])[O:4][C@@:5]12[H:11]>>[C:1]1([H:6])([H:7])[C:2][C:3]([H:9])([H:10])[O:4][C:5]1([H:8])[H:11],60.3978
[C:1]1([H:6])([H:7])[C@@:2]2([H:8])[C:3]([H:9])([H:10])[O:4][C@@:5]12[H:11]>>[C:1]1([H:6])([H:7])[C@:2]([C:3]([O:4][H:11])([H:9])[H:10])([H:8])[C:5]1,62.87067
[C:1]1([H:6])([H:7])[C@@:2]2([H:8])[C:3]([H:9])([H:10])[O:4][C@@:5]12[H:11]>>[C:1]1([H:6])([H:7])[C@@:2]2([H:8])[C-:3]([H:9])[O+:4]=[C:5]12.[H:10][H:11],88.2124
[C:1]1([H:6])([H:7])[C@@:2]2([H:8])[C:3]([H:9])([H:10])[O:4][C@@:5]12[H:11]>>[C:1](=[C:2]([C@@:5]1([H:11])[C:3]([H:9])([H:10])[O:4]1)[H:8])([H:6])[H:7],60.52006
[C:1]1([H:6])([H:7])[C@@:2]2([H:8])[C:3]([H:9])([H:10])[O:4][C@@:5]12[H:11]>>[C:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[O+:4]=[C-:5]1)([H:6])([H:7])[H:11],47.33691
[C:1]1([H:6])([H:7])[C@@:2]2([H:8])[C:3]([H:9])([H:10])[O:4][C@@:5]12[H:11]>>[C:1]([C:2](=[C:3]([H:9])[H:10])[H:8])([C:5](=[O:4])[H:11])([H:6])[H:7],27.83191
[C:1]1([H:6])([H:7])[C@@:2]2([H:8])[C:3]([H:9])([H:10])[O:4][C@@:5]12[H:11]>>[C:1]1([H:6])([H:7])[C:2]([H:8])=[C:5]1[H:11].[C:3](=[O:4])([H:9])[H:10],61.34222
[C:1]1([H:6])([H:7])[C@@:2]2([H:8])[C:3]([H:9])([H:10])[O:4][C@@:5]12[H:11]>>[C:1]([C@@:5]1([H:11])[C:2][C:3]([H:9])([H:10])[O:4]1)([H:6])([H:7])[H:8],59.95221
[C:1]1([H:6])([H:7])[C@@:2]2([H:8])[C:3]([H:9])([H:10])[O:4][C@@:5]12[H:11]>>[C:1]([C:2]1([H:8])[C-:3]([H:10])[O+:4]=[C:5]1[H:11])([H:6])([H:7])[H:9],73.51018
[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@@:3]3([H:10])[C@:4]1([H:11])[C:5]([H:12])([H:13])[N:6]23>>[C:1](=[C:2]([N:6]1[C:3]([H:10])=[C:4]([H:11])[C:5]1([H:12])[H:13])[H:9])([H:7])[H:8],47.60601
[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@@:3]3([H:10])[C@:4]1([H:11])[C:5]([H:12])([H:13])[N:6]23>>[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C-:3]3[C@:4]1([H:11])[C:5]([H:12])([H:13])[N+:6]23[H:10],49.73768
[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@@:3]3([H:10])[C@:4]1([H:11])[C:5]([H:12])([H:13])[N:6]23>>[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C:3]([H:10])([H:11])[N:6]2[C:5]([H:12])([H:13])[C:4]1,65.46916
[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@@:3]3([H:10])[C@:4]1([H:11])[C:5]([H:12])([H:13])[N:6]23>>[C:1]1([H:7])([H:8])[C:2][C@@:3]2([H:10])[C@:4]1([H:11])[C:5]([H:12])([H:13])[N:6]2[H:9],51.90833
[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@@:3]3([H:10])[C@:4]1([H:11])[C:5]([H:12])([H:13])[N:6]23>>[C:1]1([H:7])([H:8])[C:2]([H:9])=[N:6][C:5]([H:12])([H:13])[C@:4]1([C:3][H:10])[H:11],44.50878
[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@@:3]3([H:10])[C@:4]1([H:11])[C:5]([H:12])([H:13])[N:6]23>>[C:1]([C@@:2]1([H:9])[C:3]([H:10])=[N:6]1)([C:4](=[C:5]([H:12])[H:13])[H:11])([H:7])[H:8],44.62961
[C:1]1([H:7])([H:8])[C@@:2]2([H:9])[C@@:3]3([H:10])[C@:4]1([H:11])[C:5]([H:12])([H:13])[N:6]23>>[C:1]([C@@:2]1([H:9])[C@@:3]2([H:10])[C:4]([H:8])([H:11])[C:5]([H:12])([H:13])[N:6]12)[H:7],75.87644
[C:1](/[N:2]=[C:3]1/[C:4]([H:10])([H:11])[C:5]([H:12])([H:13])[O:6]1)([H:7])([H:8])[H:9]>>[C:1]([N+:2]#[C-:3])([H:7])([H:8])[H:9].[C:4]1([H:10])([H:11])[C:5]([H:12])([H:13])[O:6]1,86.86831
[C:1](/[N:2]=[C:3]1/[C:4]([H:10])([H:11])[C:5]([H:12])([H:13])[O:6]1)([H:7])([H:8])[H:9]>>[C:1](=[N:2][C:3]([C:4]([H:9])([H:10])[H:11])=[O+:6][C-:5]([H:12])[H:13])([H:7])[H:8],78.80808
[C:1](/[N:2]=[C:3]1/[C:4]([H:10])([H:11])[C:5]([H:12])([H:13])[O:6]1)([H:7])([H:8])[H:9]>>[C:1](=[N:2][C:3]1=[C:4]([H:11])[C:5]([H:12])([H:13])[O:6]1)([H:7])[H:8].[H:9][H:10],77.09642
[C:1](/[N:2]=[C:3]1/[C:4]([H:10])([H:11])[C:5]([H:12])([H:13])[O:6]1)([H:7])([H:8])[H:9]>>[C:1]([N:2]([C:3]1=[C:4]([H:10])[C:5]([H:12])([H:13])[O:6]1)[H:11])([H:7])([H:8])[H:9],79.44679000000001
[C:1](/[N:2]=[C:3]1/[C:4]([H:10])([H:11])[C:5]([H:12])([H:13])[O:6]1)([H:7])([H:8])[H:9]>>[C-:1]([N:2]([C:3]1=[O+:6][C:5]([H:12])([H:13])[C:4]1([H:10])[H:11])[H:9])([H:7])[H:8],74.8013
[C:1](/[N:2]=[C:3]1/[C:4]([H:10])([H:11])[C:5]([H:12])([H:13])[O:6]1)([H:7])([H:8])[H:9]>>[C:1](=[N:2][C@:3]12[C:4]([H:10])([H:11])[C@@:5]1([H:13])[O:6]2)([H:7])[H:8].[H:9][H:12],98.87689
[C:1](/[N:2]=[C:3]1/[C:4]([H:10])([H:11])[C:5]([H:12])([H:13])[O:6]1)([H:7])([H:8])[H:9]>>[C:1](=[N+:2]=[C-:3][O:6][C:5]([C:4]([H:9])([H:10])[H:11])([H:12])[H:13])([H:7])[H:8],81.6995
[C:1]([C:2]([N:3]([C:4]([C:5]#[N:6])([H:13])[H:14])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1](/[C:2](=[N:3]/[H:12])[H:10])([H:7])([H:8])[H:9].[C:4](=[C:5]=[N:6][H:11])([H:13])[H:14],48.89588
[C:1]([C:2]([N:3]([C:4]([C:5]#[N:6])([H:13])[H:14])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2]([N:3]=[C:4]([H:13])[H:14])([H:10])[H:11])([H:7])([H:8])[H:9].[C:5]=[N:6][H:12],51.59233
[C:1]([C:2]([N:3]([C:4]([C:5]#[N:6])([H:13])[H:14])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2]([N:3]([C:5]1=[N:6][C:4]1([H:13])[H:14])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],81.08098000000001
[C:1]([C:2]([N:3]([C:4]([C:5]#[N:6])([H:13])[H:14])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C@@:2]1([H:11])[N:3]([H:12])[C:4]([H:13])([H:14])[C:5][N:6]1[H:10])([H:7])([H:8])[H:9],64.66356999999999
[C:1]([C:2]([N:3]([C:4]([C:5]#[N:6])([H:13])[H:14])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2]([N+:3]([C-:4]([C:5]#[N:6])[H:13])([H:12])[H:14])([H:10])[H:11])([H:7])([H:8])[H:9],65.04567
[C:1]([C:2]([N:3]([C:4]([C:5]#[N:6])([H:13])[H:14])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2]([N:3]([N:6]=[C:5]=[C:4]([H:13])[H:14])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],78.27203
[C:1]([C:2]([N:3]([C:4]([C:5]#[N:6])([H:13])[H:14])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2]([N:3]([C:4]([N+:6]#[C-:5])([H:13])[H:14])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],43.35941
[C:1]([C:2]([N:3]([C:4]([C:5]#[N:6])([H:13])[H:14])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1](/[C:2](=[N:3]/[C:4]([C:5]#[N:6])([H:13])[H:14])[H:10])([H:7])([H:8])[H:11].[H:9][H:12],89.57864000000001
[C:1]([C:2]([N:3]([C:4]([C:5]#[N:6])([H:13])[H:14])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C-:2]([N+:3]([C:4]([C:5]#[N:6])([H:13])[H:14])([H:11])[H:12])[H:10])([H:7])([H:8])[H:9],81.18991
[C:1]([C:2]([N:3]([C:4]([C:5]#[N:6])([H:13])[H:14])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C+:2]([N:3]([C:4](=[C:5]=[N-:6])[H:13])[H:12])[H:10])([H:7])([H:8])[H:9].[H:11][H:14],49.90597
[N:1]#[C:2][C:3]([C:4]1([H:9])[C:5]([H:10])([H:11])[C:6]1([H:12])[H:13])([H:7])[H:8]>>[N:1](=[C:2]1/[C:3]([H:7])([H:8])[C:4]12[C:5]([H:10])([H:11])[C:6]2([H:12])[H:13])\[H:9],109.54313
[N:1]#[C:2][C:3]([C:4]1([H:9])[C:5]([H:10])([H:11])[C:6]1([H:12])[H:13])([H:7])[H:8]>>[N:1]#[C:2][C:3]([C:4][C:6]([C:5]([H:9])([H:10])[H:11])([H:12])[H:13])([H:7])[H:8],66.68462
[N:1]#[C:2][C:3]([C:4]1([H:9])[C:5]([H:10])([H:11])[C:6]1([H:12])[H:13])([H:7])[H:8]>>[N+:1](=[C-:2][C:3]([C:4](=[C:6]([H:12])[H:13])[H:9])([H:7])[H:8])=[C:5]([H:10])[H:11],68.38456
[N:1]#[C:2][C:3]([C:4]1([H:9])[C:5]([H:10])([H:11])[C:6]1([H:12])[H:13])([H:7])[H:8]>>[N:1]1([H:12])[C:2][C:3]([H:7])([H:8])[C@:4]2([H:9])[C:5]([H:10])([H:11])[C@:6]12[H:13],83.02654
[N:1]#[C:2][C:3]([C:4]1([H:9])[C:5]([H:10])([H:11])[C:6]1([H:12])[H:13])([H:7])[H:8]>>[N+:1](#[C-:2])[C:3]([C:4]1([H:9])[C:5]([H:10])([H:11])[C:6]1([H:12])[H:13])([H:7])[H:8],57.64581999999999
[O:1]=[C:2]1[C:3]([H:6])([H:7])[C:4]([H:8])([H:9])[N:5]1[H:10]>>[O:1]=[C:2]=[C:3]([C:4]([N:5]([H:6])[H:10])([H:8])[H:9])[H:7],76.63473
[O:1]=[C:2]1[C:3]([H:6])([H:7])[C:4]([H:8])([H:9])[N:5]1[H:10]>>[C:3](=[C:4]([H:8])[H:9])([H:6])[H:7].[O:1]=[C:2]=[N:5][H:10],42.17334
[O:1]=[C:2]1[C:3]([H:6])([H:7])[C:4]([H:8])([H:9])[N:5]1[H:10]>>[C:4](=[N:5][H:10])([H:8])[H:9].[O:1]=[C:2]=[C:3]([H:6])[H:7],46.48986
[O:1]=[C:2]1[C:3]([H:6])([H:7])[C:4]([H:8])([H:9])[N:5]1[H:10]>>[O:1]([C:2]1=[N:5][C:4]([H:8])([H:9])[C:3]1([H:6])[H:7])[H:10],58.16139
[O:1]=[C:2]1[C:3]([H:6])([H:7])[C:4]([H:8])([H:9])[N:5]1[H:10]>>[O:1]([C:2]1=[C:3]([H:7])[C:4]([H:8])([H:9])[N:5]1[H:10])[H:6],82.78576
[O:1]=[C:2]1[C:3]([H:6])([H:7])[C:4]([H:8])([H:9])[N:5]1[H:10]>>[O-:1][C:2](=[C+:3][H:6])[N:5]([C:4]([H:7])([H:8])[H:9])[H:10],74.20433
[O:1]=[C:2]1[C:3]([H:6])([H:7])[C:4]([H:8])([H:9])[N:5]1[H:10]>>[O+:1]1=[C:2]([N:5]([C-:4]([H:8])[H:9])[H:10])[C:3]1([H:6])[H:7],91.11722
[O:1]=[C:2]1[C:3]([H:6])([H:7])[C:4]([H:8])([H:9])[N:5]1[H:10]>>[O:1]=[C:2]([C:3]([C:4][H:8])([H:6])[H:7])[N:5]([H:9])[H:10],71.21865
[O:1]=[c:2]1[o:3][c:4]([H:7])[n:5][o:6]1>>[C:4](#[N+:5][O-:6])[H:7].[O:1]=[C:2]=[O:3],38.55732
[O:1]=[c:2]1[o:3][c:4]([H:7])[n:5][o:6]1>>[O:1]=[C:2]=[O:6].[O:3]=[C:4]=[N:5][H:7],29.02665
[O:1]=[c:2]1[o:3][c:4]([H:7])[n:5][o:6]1>>[O:1]=[C:2]=[O:6].[O:3]([C:4]#[N:5])[H:7],29.04445
[N:1]([C:2]1([C:5]#[N:6])[C:3]([H:9])([H:10])[C:4]1([H:11])[H:12])([H:7])[H:8]>>[N:1]([C:5]1=[N:6][C:2]12[C:3]([H:9])([H:10])[C:4]2([H:11])[H:12])([H:7])[H:8],88.34506
[N:1]([C:2]1([C:5]#[N:6])[C:3]([H:9])([H:10])[C:4]1([H:11])[H:12])([H:7])[H:8]>>[N:1]([C@:2]1([C+:5]=[N:6][H:11])[C:3]([H:9])([H:10])[C-:4]1[H:12])([H:7])[H:8],117.06392
[N:1]([C:2]1([C:5]#[N:6])[C:3]([H:9])([H:10])[C:4]1([H:11])[H:12])([H:7])[H:8]>>[C:5]=[N:6][H:8].[N:1](=[C:2]1[C:3]([H:9])([H:10])[C:4]1([H:11])[H:12])[H:7],64.75147
[N:1]([C:2]1([C:5]#[N:6])[C:3]([H:9])([H:10])[C:4]1([H:11])[H:12])([H:7])[H:8]>>[N:1]([C:2]1([N+:6]#[C-:5])[C:3]([H:9])([H:10])[C:4]1([H:11])[H:12])([H:7])[H:8],53.78545
[N:1]([C:2]1([C:5]#[N:6])[C:3]([H:9])([H:10])[C:4]1([H:11])[H:12])([H:7])[H:8]>>[C:3](=[C:4]([H:11])[H:12])([H:9])[H:10].[N:1]([C+:2]=[C:5]=[N-:6])([H:7])[H:8],42.93934
[O:1]([c:2]1[c:3]([H:8])[n:4]([H:9])[c:5]([H:10])[n:6]1)[H:7]>>[O:1]([C:2]1=[N:6][C:5]([H:9])([H:10])[N:4]=[C:3]1[H:8])[H:7],40.7426
[O:1]([c:2]1[c:3]([H:8])[n:4]([H:9])[c:5]([H:10])[n:6]1)[H:7]>>[O:1]([C:2]1=[N:6][C:5]([H:10])=[N:4][C:3]1([H:8])[H:9])[H:7],43.09658
[O:1]([c:2]1[c:3]([H:8])[n:4]([H:9])[c:5]([H:10])[n:6]1)[H:7]>>[O-:1][c:2]1[c:3]([H:8])[n+:4]([H:9])[c:5]([H:10])[n:6]1[H:7],39.73943
[O:1]([c:2]1[c:3]([H:8])[n:4]([H:9])[c:5]([H:10])[n:6]1)[H:7]>>[O+:1](=[C:2]1[C:3]([H:8])([H:10])[N:4]([H:9])[C-:5]=[N:6]1)[H:7],111.74258
